, Score,datasetName,instancesPerTs,seed,whichExamples,fractionAdversarialDims,fractionNoiseDims,downsampleBy,forceNumDims,ignorePositions,lengthStep,lengths,maxOverlapFraction,onlyReturnPair,requireContainment,saveMotifsDir,seedShiftStep,threshAlgo,_f1_10,_f1_15,_f1_20,_f1_25,_f1_30,_f1_35,_f1_40,_f1_45,_f1_5,_f1_50,_f1_55,_f1_60,_f1_65,_f1_70,_f1_75,_f1_80,_f1_85,_f1_90,_f1_95,_intersectSz,_iou,_numMatches_10,_numMatches_15,_numMatches_20,_numMatches_25,_numMatches_30,_numMatches_35,_numMatches_40,_numMatches_45,_numMatches_5,_numMatches_50,_numMatches_55,_numMatches_60,_numMatches_65,_numMatches_70,_numMatches_75,_numMatches_80,_numMatches_85,_numMatches_90,_numMatches_95,_numReported,_numTrue_10,_numTrue_15,_numTrue_20,_numTrue_25,_numTrue_30,_numTrue_35,_numTrue_40,_numTrue_45,_numTrue_5,_numTrue_50,_numTrue_55,_numTrue_60,_numTrue_65,_numTrue_70,_numTrue_75,_numTrue_80,_numTrue_85,_numTrue_90,_numTrue_95,_prec_10,_prec_15,_prec_20,_prec_25,_prec_30,_prec_35,_prec_40,_prec_45,_prec_5,_prec_50,_prec_55,_prec_60,_prec_65,_prec_70,_prec_75,_prec_80,_prec_85,_prec_90,_prec_95,_rec_10,_rec_15,_rec_20,_rec_25,_rec_30,_rec_35,_rec_40,_rec_45,_rec_5,_rec_50,_rec_55,_rec_60,_rec_65,_rec_70,_rec_75,_rec_80,_rec_85,_rec_90,_rec_95,_reportedFrac,_reportedSize,_std_f1_10,_std_f1_15,_std_f1_20,_std_f1_25,_std_f1_30,_std_f1_35,_std_f1_40,_std_f1_45,_std_f1_5,_std_f1_50,_std_f1_55,_std_f1_60,_std_f1_65,_std_f1_70,_std_f1_75,_std_f1_80,_std_f1_85,_std_f1_90,_std_f1_95,_std_iou,_std_prec_10,_std_prec_15,_std_prec_20,_std_prec_25,_std_prec_30,_std_prec_35,_std_prec_40,_std_prec_45,_std_prec_5,_std_prec_50,_std_prec_55,_std_prec_60,_std_prec_65,_std_prec_70,_std_prec_75,_std_prec_80,_std_prec_85,_std_prec_90,_std_prec_95,_std_rec_10,_std_rec_15,_std_rec_20,_std_rec_25,_std_rec_30,_std_rec_35,_std_rec_40,_std_rec_45,_std_rec_5,_std_rec_50,_std_rec_55,_std_rec_60,_std_rec_65,_std_rec_70,_std_rec_75,_std_rec_80,_std_rec_85,_std_rec_90,_std_rec_95,_truthFrac,_truthSize,_unionSz,time
0,0.503716919417,ucr_short,5,123,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",0.0,0.0,2,,False,5,"[0.05, 0.1]",0.25,False,False,figs/unofficial/ucr/minnen,0.0,minnen,0.643076618099,0.623649519278,0.606799484587,0.587372385767,0.573297650907,0.560610565963,0.547725245317,0.527306967985,0.662305481217,0.503716919417,0.450787986916,0.291406482307,0.0220041629497,0.0208147487362,0.0176429775002,0.0059470710675,0.00297353553375,0.00297353553375,0.001585885618,112845.0,0.284970037046,3244,3146,3061,2963,2892,2828,2763,2660,3341,2541,2274,1470,111,105,89,30,15,15,8,5369,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,0.604209349972,0.585956416465,0.570124790464,0.551871856957,0.538647792885,0.526727509778,0.514620972248,0.495436766623,0.622276029056,0.473272490222,0.423542559136,0.273794002608,0.0206742410132,0.019556714472,0.0165766436953,0.00558763270628,0.00279381635314,0.00279381635314,0.00149003538834,0.687288135593,0.666525423729,0.648516949153,0.627754237288,0.612711864407,0.599152542373,0.585381355932,0.563559322034,0.707838983051,0.538347457627,0.481779661017,0.311440677966,0.0235169491525,0.0222457627119,0.0188559322034,0.00635593220339,0.00317796610169,0.00317796610169,0.00169491525424,0.521732496798,216289.0,0.304342547504,0.325743239949,0.337819907311,0.35153093259,0.360565722944,0.364776317296,0.36817042706,0.370935366664,0.283019473757,0.371434665318,0.365540118244,0.350111836064,0.138937097291,0.135919184579,0.12730120221,0.0729427883841,0.0533411275897,0.0533411275897,0.0333869856625,0.192033098239,0.280506595769,0.302716178597,0.313796442659,0.324884593192,0.332955048305,0.336472916183,0.339293491909,0.341344882495,0.261069244609,0.341267267505,0.337611909911,0.321333359843,0.14186518483,0.138310571029,0.127386117298,0.0755754931447,0.0514863780805,0.0514863780805,0.0303296553317,0.366163483486,0.385958804157,0.398059279996,0.412866220309,0.421769197501,0.426256022913,0.42991704796,0.432996115816,0.34570915743,0.433809277728,0.423972599362,0.403738410494,0.140511790509,0.137674538618,0.130287997511,0.0733711860296,0.0562838043593,0.0562838043593,0.0379184022393,0.385735527868,292545.0,395989.0,15800.928423
