, Score,datasetName,instancesPerTs,seed,whichExamples,fractionAdversarialDims,fractionNoiseDims,downsampleBy,forceNumDims,ignorePositions,lengthStep,lengths,maxOverlapFraction,mdlAbandonCriterion,mdlBits,mdlSearchEachTime,onlyReturnPair,requireContainment,saveMotifsDir,seedShiftStep,threshAlgo,_f1_10,_f1_15,_f1_20,_f1_25,_f1_30,_f1_35,_f1_40,_f1_45,_f1_5,_f1_50,_f1_55,_f1_60,_f1_65,_f1_70,_f1_75,_f1_80,_f1_85,_f1_90,_f1_95,_intersectSz,_iou,_numMatches_10,_numMatches_15,_numMatches_20,_numMatches_25,_numMatches_30,_numMatches_35,_numMatches_40,_numMatches_45,_numMatches_5,_numMatches_50,_numMatches_55,_numMatches_60,_numMatches_65,_numMatches_70,_numMatches_75,_numMatches_80,_numMatches_85,_numMatches_90,_numMatches_95,_numReported,_numTrue_10,_numTrue_15,_numTrue_20,_numTrue_25,_numTrue_30,_numTrue_35,_numTrue_40,_numTrue_45,_numTrue_5,_numTrue_50,_numTrue_55,_numTrue_60,_numTrue_65,_numTrue_70,_numTrue_75,_numTrue_80,_numTrue_85,_numTrue_90,_numTrue_95,_prec_10,_prec_15,_prec_20,_prec_25,_prec_30,_prec_35,_prec_40,_prec_45,_prec_5,_prec_50,_prec_55,_prec_60,_prec_65,_prec_70,_prec_75,_prec_80,_prec_85,_prec_90,_prec_95,_rec_10,_rec_15,_rec_20,_rec_25,_rec_30,_rec_35,_rec_40,_rec_45,_rec_5,_rec_50,_rec_55,_rec_60,_rec_65,_rec_70,_rec_75,_rec_80,_rec_85,_rec_90,_rec_95,_reportedFrac,_reportedSize,_std_f1_10,_std_f1_15,_std_f1_20,_std_f1_25,_std_f1_30,_std_f1_35,_std_f1_40,_std_f1_45,_std_f1_5,_std_f1_50,_std_f1_55,_std_f1_60,_std_f1_65,_std_f1_70,_std_f1_75,_std_f1_80,_std_f1_85,_std_f1_90,_std_f1_95,_std_iou,_std_prec_10,_std_prec_15,_std_prec_20,_std_prec_25,_std_prec_30,_std_prec_35,_std_prec_40,_std_prec_45,_std_prec_5,_std_prec_50,_std_prec_55,_std_prec_60,_std_prec_65,_std_prec_70,_std_prec_75,_std_prec_80,_std_prec_85,_std_prec_90,_std_prec_95,_std_rec_10,_std_rec_15,_std_rec_20,_std_rec_25,_std_rec_30,_std_rec_35,_std_rec_40,_std_rec_45,_std_rec_5,_std_rec_50,_std_rec_55,_std_rec_60,_std_rec_65,_std_rec_70,_std_rec_75,_std_rec_80,_std_rec_85,_std_rec_90,_std_rec_95,_truthFrac,_truthSize,_unionSz,time
0,0.510486177312,ucr_short,5,123,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",0.0,0.0,2,,False,5,"[0.05, 0.1]",0.25,allNegative,6,True,False,False,figs/unofficial/ucr/mdl,0.0,mdl,0.652526215443,0.632745471878,0.612726406101,0.592945662536,0.575309818875,0.558150619638,0.542183031459,0.525023832221,0.671591992374,0.510486177312,0.478551000953,0.390610104862,0.301954242135,0.270734032412,0.242612011439,0.223784556721,0.179456625357,0.145138226883,0.0753098188751,122131.0,0.342772864669,2738,2655,2571,2488,2414,2342,2275,2203,2818,2142,2008,1639,1267,1136,1018,939,753,609,316,3672,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,0.745642701525,0.723039215686,0.700163398693,0.677559912854,0.657407407407,0.63779956427,0.619553376906,0.599945533769,0.7674291939,0.583333333333,0.546840958606,0.446350762527,0.345043572985,0.309368191721,0.277233115468,0.255718954248,0.205065359477,0.165849673203,0.0860566448802,0.580084745763,0.5625,0.544703389831,0.527118644068,0.511440677966,0.496186440678,0.481991525424,0.466737288136,0.597033898305,0.453813559322,0.425423728814,0.347245762712,0.26843220339,0.240677966102,0.215677966102,0.198940677966,0.159533898305,0.129025423729,0.0669491525424,0.657010366401,185889.0,0.303338394251,0.321127617107,0.337175356041,0.350802053428,0.361103599821,0.369366635079,0.375350235978,0.379504269552,0.284824438467,0.383656163162,0.385585796282,0.401668771299,0.403185441174,0.396609134745,0.386099054453,0.377929560517,0.348253091738,0.316948441595,0.233098620328,0.292013126531,0.347371043962,0.372524349847,0.393526762566,0.410714184932,0.423476082331,0.434369608152,0.442709216719,0.449018191313,0.321393893214,0.455522677846,0.461015191544,0.465169056077,0.455357444414,0.438404053509,0.424342723274,0.412583657059,0.379953463452,0.343038478662,0.253476404451,0.324992818076,0.336722267742,0.348169421289,0.358235084482,0.365626407976,0.370961689948,0.373618721534,0.375064331837,0.312574897661,0.377304039365,0.376353251091,0.389878347746,0.38961530307,0.385046175557,0.374516589693,0.366787099203,0.337761504018,0.308091279724,0.226639071215,0.417477653011,292545.0,356303.0,35599.238194
