, Score,datasetName,seed,whichExamples,fractionAdversarialDims,fractionNoiseDims,Lmax,Lmin,detrend,downsampleBy,ignoreFlat,ignorePositions,includeNeighbors,logX,logXblur,requireContainment,saveMotifsDir,saxCardinality,saxWordLen,_f1_10,_f1_15,_f1_20,_f1_25,_f1_30,_f1_35,_f1_40,_f1_45,_f1_5,_f1_50,_f1_55,_f1_60,_f1_65,_f1_70,_f1_75,_f1_80,_f1_85,_f1_90,_f1_95,_intersectSz,_iou,_numMatches_10,_numMatches_15,_numMatches_20,_numMatches_25,_numMatches_30,_numMatches_35,_numMatches_40,_numMatches_45,_numMatches_5,_numMatches_50,_numMatches_55,_numMatches_60,_numMatches_65,_numMatches_70,_numMatches_75,_numMatches_80,_numMatches_85,_numMatches_90,_numMatches_95,_numReported,_numTrue_10,_numTrue_15,_numTrue_20,_numTrue_25,_numTrue_30,_numTrue_35,_numTrue_40,_numTrue_45,_numTrue_5,_numTrue_50,_numTrue_55,_numTrue_60,_numTrue_65,_numTrue_70,_numTrue_75,_numTrue_80,_numTrue_85,_numTrue_90,_numTrue_95,_prec_10,_prec_15,_prec_20,_prec_25,_prec_30,_prec_35,_prec_40,_prec_45,_prec_5,_prec_50,_prec_55,_prec_60,_prec_65,_prec_70,_prec_75,_prec_80,_prec_85,_prec_90,_prec_95,_rec_10,_rec_15,_rec_20,_rec_25,_rec_30,_rec_35,_rec_40,_rec_45,_rec_5,_rec_50,_rec_55,_rec_60,_rec_65,_rec_70,_rec_75,_rec_80,_rec_85,_rec_90,_rec_95,_reportedFrac,_reportedSize,_std_f1_10,_std_f1_15,_std_f1_20,_std_f1_25,_std_f1_30,_std_f1_35,_std_f1_40,_std_f1_45,_std_f1_5,_std_f1_50,_std_f1_55,_std_f1_60,_std_f1_65,_std_f1_70,_std_f1_75,_std_f1_80,_std_f1_85,_std_f1_90,_std_f1_95,_std_iou,_std_prec_10,_std_prec_15,_std_prec_20,_std_prec_25,_std_prec_30,_std_prec_35,_std_prec_40,_std_prec_45,_std_prec_5,_std_prec_50,_std_prec_55,_std_prec_60,_std_prec_65,_std_prec_70,_std_prec_75,_std_prec_80,_std_prec_85,_std_prec_90,_std_prec_95,_std_rec_10,_std_rec_15,_std_rec_20,_std_rec_25,_std_rec_30,_std_rec_35,_std_rec_40,_std_rec_45,_std_rec_5,_std_rec_50,_std_rec_55,_std_rec_60,_std_rec_65,_std_rec_70,_std_rec_75,_std_rec_80,_std_rec_85,_std_rec_90,_std_rec_95,_truthFrac,_truthSize,_unionSz,time
0,0.947147298546,msrc,123,,0.0,0.0,0.1,0.05,False,2,True,True,True,False,False,False,figs/official/msrc/ff,3,3,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.947147298546,0.0,0.0,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5636,5654,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.996816413159,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.902193052665,0.0,327011.0,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.121986150888,0.0,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.0158426159888,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,0.16156800526,,0.0,327011.0,11066.798021
