,datasetName,instancesPerTs,seed,whichExamples,fractionAdversarialDims,fractionNoiseDims,downsampleBy,forceNumDims,ignorePositions,lengthStep,lengths,maxOverlapFraction,mdlAbandonCriterion,mdlBits,mdlSearchEachTime,onlyReturnPair,requireContainment,saveMotifsDir,seedShiftStep,threshAlgo,_ Score,_f1_10,_f1_15,_f1_20,_f1_25,_f1_30,_f1_35,_f1_40,_f1_45,_f1_5,_f1_50,_f1_55,_f1_60,_f1_65,_f1_70,_f1_75,_f1_80,_f1_85,_f1_90,_f1_95,_intersectSz,_iou,_numMatches_10,_numMatches_15,_numMatches_20,_numMatches_25,_numMatches_30,_numMatches_35,_numMatches_40,_numMatches_45,_numMatches_5,_numMatches_50,_numMatches_55,_numMatches_60,_numMatches_65,_numMatches_70,_numMatches_75,_numMatches_80,_numMatches_85,_numMatches_90,_numMatches_95,_numReported,_numTrue_10,_numTrue_15,_numTrue_20,_numTrue_25,_numTrue_30,_numTrue_35,_numTrue_40,_numTrue_45,_numTrue_5,_numTrue_50,_numTrue_55,_numTrue_60,_numTrue_65,_numTrue_70,_numTrue_75,_numTrue_80,_numTrue_85,_numTrue_90,_numTrue_95,_prec_10,_prec_15,_prec_20,_prec_25,_prec_30,_prec_35,_prec_40,_prec_45,_prec_5,_prec_50,_prec_55,_prec_60,_prec_65,_prec_70,_prec_75,_prec_80,_prec_85,_prec_90,_prec_95,_rec_10,_rec_15,_rec_20,_rec_25,_rec_30,_rec_35,_rec_40,_rec_45,_rec_5,_rec_50,_rec_55,_rec_60,_rec_65,_rec_70,_rec_75,_rec_80,_rec_85,_rec_90,_rec_95,_reportedFrac,_reportedSize,_std_f1_10,_std_f1_15,_std_f1_20,_std_f1_25,_std_f1_30,_std_f1_35,_std_f1_40,_std_f1_45,_std_f1_5,_std_f1_50,_std_f1_55,_std_f1_60,_std_f1_65,_std_f1_70,_std_f1_75,_std_f1_80,_std_f1_85,_std_f1_90,_std_f1_95,_std_iou,_std_prec_10,_std_prec_15,_std_prec_20,_std_prec_25,_std_prec_30,_std_prec_35,_std_prec_40,_std_prec_45,_std_prec_5,_std_prec_50,_std_prec_55,_std_prec_60,_std_prec_65,_std_prec_70,_std_prec_75,_std_prec_80,_std_prec_85,_std_prec_90,_std_prec_95,_std_rec_10,_std_rec_15,_std_rec_20,_std_rec_25,_std_rec_30,_std_rec_35,_std_rec_40,_std_rec_45,_std_rec_5,_std_rec_50,_std_rec_55,_std_rec_60,_std_rec_65,_std_rec_70,_std_rec_75,_std_rec_80,_std_rec_85,_std_rec_90,_std_rec_95,_truthFrac,_truthSize,_unionSz,time
0,dishwasher_groups,5,123,,0.0,0.0,1,,False,5,"[0.05, 0.1]",0.25,allNegative,6,True,False,False,figs/unofficial/dishwasher_groups/mdl,0.0,mdl,0.090692124105,0.860927152318,0.796380090498,0.790804597701,0.786206896552,0.700460829493,0.550458715596,0.34965034965,0.194774346793,0.918322295806,0.090692124105,0.0428571428571,0.0143884892086,0.0143884892086,0.00479616306954,0.00479616306954,0.0,0.0,0.0,0.0,12074.0,0.291339912651,195,176,172,171,152,120,75,41,208,19,9,3,3,1,1,0,0,0,0,224,229,218,211,211,210,212,205,197,229,195,196,193,193,193,193,196,196,196,196,0.870535714286,0.785714285714,0.767857142857,0.763392857143,0.678571428571,0.535714285714,0.334821428571,0.183035714286,0.928571428571,0.0848214285714,0.0401785714286,0.0133928571429,0.0133928571429,0.00446428571429,0.00446428571429,0.0,0.0,0.0,0.0,0.851528384279,0.807339449541,0.815165876777,0.810426540284,0.72380952381,0.566037735849,0.365853658537,0.208121827411,0.908296943231,0.0974358974359,0.0459183673469,0.0155440414508,0.0155440414508,0.00518134715026,0.00518134715026,0.0,0.0,0.0,0.0,0.485347911726,24877.0,0.171519816004,0.255682907291,0.261407448483,0.267736567659,0.311350498133,0.362321807228,0.352650947077,0.30708033756,0.0756557203178,0.230953866593,0.15023988662,0.0808376681945,0.0808376681945,0.0372581734335,0.0372581734335,0.0,0.0,0.0,0.0,0.110524709381,0.196996424379,0.289889891875,0.301461087527,0.308811253153,0.341704116604,0.388140456263,0.378092260933,0.333265909827,0.107141490656,0.264135499287,0.168884605194,0.0695599361036,0.0695599361036,0.0298065387468,0.0298065387468,0.0,0.0,0.0,0.0,0.183584390307,0.245798210669,0.25106065178,0.253330660055,0.311748407469,0.357967973133,0.357017371861,0.293326397285,0.117204981619,0.210497028677,0.135813283348,0.103063720071,0.103063720071,0.049677564578,0.049677564578,0.0,0.0,0.0,0.0,0.421578212291,28640.0,41443.0,29357.521445
