, Score,datasetName,instancesPerTs,seed,whichExamples,fractionAdversarialDims,fractionNoiseDims,Lmax,Lmin,detrend,downsampleBy,ignoreFlat,ignorePositions,includeNeighbors,logX,logXblur,requireContainment,saveMotifsDir,saxCardinality,saxWordLen,_f1_10,_f1_15,_f1_20,_f1_25,_f1_30,_f1_35,_f1_40,_f1_45,_f1_5,_f1_50,_f1_55,_f1_60,_f1_65,_f1_70,_f1_75,_f1_80,_f1_85,_f1_90,_f1_95,_intersectSz,_iou,_numMatches_10,_numMatches_15,_numMatches_20,_numMatches_25,_numMatches_30,_numMatches_35,_numMatches_40,_numMatches_45,_numMatches_5,_numMatches_50,_numMatches_55,_numMatches_60,_numMatches_65,_numMatches_70,_numMatches_75,_numMatches_80,_numMatches_85,_numMatches_90,_numMatches_95,_numReported,_numTrue_10,_numTrue_15,_numTrue_20,_numTrue_25,_numTrue_30,_numTrue_35,_numTrue_40,_numTrue_45,_numTrue_5,_numTrue_50,_numTrue_55,_numTrue_60,_numTrue_65,_numTrue_70,_numTrue_75,_numTrue_80,_numTrue_85,_numTrue_90,_numTrue_95,_prec_10,_prec_15,_prec_20,_prec_25,_prec_30,_prec_35,_prec_40,_prec_45,_prec_5,_prec_50,_prec_55,_prec_60,_prec_65,_prec_70,_prec_75,_prec_80,_prec_85,_prec_90,_prec_95,_rec_10,_rec_15,_rec_20,_rec_25,_rec_30,_rec_35,_rec_40,_rec_45,_rec_5,_rec_50,_rec_55,_rec_60,_rec_65,_rec_70,_rec_75,_rec_80,_rec_85,_rec_90,_rec_95,_reportedFrac,_reportedSize,_std_f1_10,_std_f1_15,_std_f1_20,_std_f1_25,_std_f1_30,_std_f1_35,_std_f1_40,_std_f1_45,_std_f1_5,_std_f1_50,_std_f1_55,_std_f1_60,_std_f1_65,_std_f1_70,_std_f1_75,_std_f1_80,_std_f1_85,_std_f1_90,_std_f1_95,_std_iou,_std_prec_10,_std_prec_15,_std_prec_20,_std_prec_25,_std_prec_30,_std_prec_35,_std_prec_40,_std_prec_45,_std_prec_5,_std_prec_50,_std_prec_55,_std_prec_60,_std_prec_65,_std_prec_70,_std_prec_75,_std_prec_80,_std_prec_85,_std_prec_90,_std_prec_95,_std_rec_10,_std_rec_15,_std_rec_20,_std_rec_25,_std_rec_30,_std_rec_35,_std_rec_40,_std_rec_45,_std_rec_5,_std_rec_50,_std_rec_55,_std_rec_60,_std_rec_65,_std_rec_70,_std_rec_75,_std_rec_80,_std_rec_85,_std_rec_90,_std_rec_95,_truthFrac,_truthSize,_unionSz,time
0,0.909836065574,dishwasher_groups,5,123,,0.0,0.0,0.1,0.05,False,1,True,False,True,False,False,False,figs/official/dishwasher_groups/ff,3,3,0.934959349593,0.934959349593,0.934959349593,0.934959349593,0.934959349593,0.934959349593,0.934959349593,0.922131147541,0.934959349593,0.909836065574,0.886597938144,0.824016563147,0.745833333333,0.639658848614,0.532188841202,0.417204301075,0.273913043478,0.135371179039,0.0174672489083,33913.0,0.648928434749,230,230,230,230,230,230,230,225,230,222,215,199,179,150,124,97,63,31,4,262,230,230,230,230,230,230,230,226,230,226,223,221,218,207,204,203,198,196,196,0.87786259542,0.87786259542,0.87786259542,0.87786259542,0.87786259542,0.87786259542,0.87786259542,0.858778625954,0.87786259542,0.847328244275,0.820610687023,0.759541984733,0.68320610687,0.572519083969,0.473282442748,0.370229007634,0.240458015267,0.118320610687,0.0152671755725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995575221239,1.0,0.982300884956,0.964125560538,0.900452488688,0.821100917431,0.724637681159,0.607843137255,0.477832512315,0.318181818182,0.158163265306,0.0204081632653,0.690425293675,49119.0,0.0874019080778,0.0874019080778,0.0874019080778,0.0874019080778,0.0874019080778,0.0874019080778,0.0874019080778,0.118364348342,0.0874019080778,0.143402833952,0.145440223026,0.18709644995,0.201017078149,0.258763925165,0.269248676093,0.291599889606,0.257851585459,0.193947711182,0.0692086918249,0.130220141498,0.14245976335,0.14245976335,0.14245976335,0.14245976335,0.14245976335,0.14245976335,0.14245976335,0.169821597875,0.14245976335,0.184265209354,0.18326890652,0.210137740061,0.21700642671,0.258762226655,0.261401086738,0.274530048583,0.233601063928,0.166091547159,0.068037252041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024838782289,0.0,0.0868540039271,0.101819985554,0.176222648285,0.201979716619,0.293170427158,0.315920806736,0.358274885047,0.334126281088,0.261922711229,0.0715818897637,0.915231823825,37054.0,52260.0,1104.13627
