,datasetName,instancesPerTs,seed,whichExamples,fractionAdversarialDims,fractionNoiseDims,downsampleBy,forceNumDims,ignorePositions,lengthStep,lengths,maxOverlapFraction,onlyReturnPair,requireContainment,saveMotifsDir,seedShiftStep,threshAlgo,_ Score,_f1_10,_f1_15,_f1_20,_f1_25,_f1_30,_f1_35,_f1_40,_f1_45,_f1_5,_f1_50,_f1_55,_f1_60,_f1_65,_f1_70,_f1_75,_f1_80,_f1_85,_f1_90,_f1_95,_intersectSz,_iou,_numMatches_10,_numMatches_15,_numMatches_20,_numMatches_25,_numMatches_30,_numMatches_35,_numMatches_40,_numMatches_45,_numMatches_5,_numMatches_50,_numMatches_55,_numMatches_60,_numMatches_65,_numMatches_70,_numMatches_75,_numMatches_80,_numMatches_85,_numMatches_90,_numMatches_95,_numReported,_numTrue_10,_numTrue_15,_numTrue_20,_numTrue_25,_numTrue_30,_numTrue_35,_numTrue_40,_numTrue_45,_numTrue_5,_numTrue_50,_numTrue_55,_numTrue_60,_numTrue_65,_numTrue_70,_numTrue_75,_numTrue_80,_numTrue_85,_numTrue_90,_numTrue_95,_prec_10,_prec_15,_prec_20,_prec_25,_prec_30,_prec_35,_prec_40,_prec_45,_prec_5,_prec_50,_prec_55,_prec_60,_prec_65,_prec_70,_prec_75,_prec_80,_prec_85,_prec_90,_prec_95,_rec_10,_rec_15,_rec_20,_rec_25,_rec_30,_rec_35,_rec_40,_rec_45,_rec_5,_rec_50,_rec_55,_rec_60,_rec_65,_rec_70,_rec_75,_rec_80,_rec_85,_rec_90,_rec_95,_reportedFrac,_reportedSize,_std_f1_10,_std_f1_15,_std_f1_20,_std_f1_25,_std_f1_30,_std_f1_35,_std_f1_40,_std_f1_45,_std_f1_5,_std_f1_50,_std_f1_55,_std_f1_60,_std_f1_65,_std_f1_70,_std_f1_75,_std_f1_80,_std_f1_85,_std_f1_90,_std_f1_95,_std_iou,_std_prec_10,_std_prec_15,_std_prec_20,_std_prec_25,_std_prec_30,_std_prec_35,_std_prec_40,_std_prec_45,_std_prec_5,_std_prec_50,_std_prec_55,_std_prec_60,_std_prec_65,_std_prec_70,_std_prec_75,_std_prec_80,_std_prec_85,_std_prec_90,_std_prec_95,_std_rec_10,_std_rec_15,_std_rec_20,_std_rec_25,_std_rec_30,_std_rec_35,_std_rec_40,_std_rec_45,_std_rec_5,_std_rec_50,_std_rec_55,_std_rec_60,_std_rec_65,_std_rec_70,_std_rec_75,_std_rec_80,_std_rec_85,_std_rec_90,_std_rec_95,_truthFrac,_truthSize,_unionSz,time
0,dishwasher_groups,5,123,,0.0,0.0,1,,False,5,"[0.05, 0.1]",0.25,False,False,figs/unofficial/dishwasher_groups/minnen,0.0,minnen,0.190909090909,0.885529157667,0.85652173913,0.833333333333,0.807947019868,0.719646799117,0.57268722467,0.44,0.278651685393,0.933045356371,0.190909090909,0.123287671233,0.0739030023095,0.0508083140878,0.0232018561485,0.0139211136891,0.0,0.0,0.0,0.0,13786.0,0.326666982607,205,197,190,183,163,130,99,62,216,42,27,16,11,5,3,0,0,0,0,235,228,225,221,218,218,219,215,210,228,205,203,198,198,196,196,196,196,196,196,0.872340425532,0.83829787234,0.808510638298,0.778723404255,0.693617021277,0.553191489362,0.421276595745,0.263829787234,0.91914893617,0.178723404255,0.114893617021,0.068085106383,0.0468085106383,0.0212765957447,0.0127659574468,0.0,0.0,0.0,0.0,0.899122807018,0.875555555556,0.859728506787,0.839449541284,0.747706422018,0.593607305936,0.460465116279,0.295238095238,0.947368421053,0.20487804878,0.133004926108,0.0808080808081,0.0555555555556,0.0255102040816,0.015306122449,0.0,0.0,0.0,0.0,0.535253921416,25756.0,0.204365896012,0.243965232214,0.265152749174,0.280408933898,0.321124015305,0.385162484424,0.393807695847,0.365301244093,0.0762246561145,0.327441699315,0.2441044638,0.189394790882,0.169581661837,0.103658209184,0.0709793453041,0.0,0.0,0.0,0.0,0.127588568953,0.219896768754,0.259870384748,0.285657559263,0.304531035487,0.337046552633,0.395483996011,0.401406301792,0.371536918696,0.108783987158,0.327411754839,0.246531451736,0.185309450882,0.168307685494,0.101277424043,0.0573360240255,0.0,0.0,0.0,0.0,0.210663356228,0.246497028441,0.266218653884,0.277699997075,0.328764486477,0.391226311653,0.402523278303,0.366636298971,0.0957856865526,0.332375301983,0.246731096399,0.216348569206,0.194895842306,0.122799735435,0.101850982271,0.0,0.0,0.0,0.0,0.456006880127,30232.0,42202.0,13514.435207
